Industry,Gender,Education,AgeGroup,Wage_Yen,Employees
"Other services, n.e.c.",Male,VocationalSchool,65-69,234700,6590
"Other services, n.e.c.",Male,VocationalSchool,70+,223400,1490
"Other services, n.e.c.",Male,TechnicalSchoolJuniorCollege,0-19,,
"Other services, n.e.c.",Male,TechnicalSchoolJuniorCollege,20-24,233500,3590
"Other services, n.e.c.",Male,TechnicalSchoolJuniorCollege,25-29,245600,5680
"Other services, n.e.c.",Male,TechnicalSchoolJuniorCollege,30-34,271600,4260
"Other services, n.e.c.",Male,TechnicalSchoolJuniorCollege,35-39,298800,4150
"Other services, n.e.c.",Male,TechnicalSchoolJuniorCollege,40-44,358500,5280
"Other services, n.e.c.",Male,TechnicalSchoolJuniorCollege,45-49,345200,5720
"Other services, n.e.c.",Male,TechnicalSchoolJuniorCollege,50-54,434800,8560
"Other services, n.e.c.",Male,TechnicalSchoolJuniorCollege,55-59,411700,5770
"Other services, n.e.c.",Male,TechnicalSchoolJuniorCollege,60-64,266600,4060
"Other services, n.e.c.",Male,TechnicalSchoolJuniorCollege,65-69,243500,2140
"Other services, n.e.c.",Male,TechnicalSchoolJuniorCollege,70+,204900,840
"Other services, n.e.c.",Male,University,0-19,,
"Other services, n.e.c.",Male,University,20-24,224000,32240
"Other services, n.e.c.",Male,University,25-29,256300,59930
"Other services, n.e.c.",Male,University,30-34,300200,64440
"Other services, n.e.c.",Male,University,35-39,329900,60200
"Other services, n.e.c.",Male,University,40-44,365300,64710
"Other services, n.e.c.",Male,University,45-49,373900,81750
"Other services, n.e.c.",Male,University,50-54,423000,65060
"Other services, n.e.c.",Male,University,55-59,418800,61160
"Other services, n.e.c.",Male,University,60-64,310800,49680
"Other services, n.e.c.",Male,University,65-69,271800,23250
"Other services, n.e.c.",Male,University,70+,243400,13030
"Other services, n.e.c.",Female,JuniorHigh,0-19,201100,190
"Other services, n.e.c.",Female,JuniorHigh,20-24,214000,1230
"Other services, n.e.c.",Female,JuniorHigh,25-29,204300,1510
"Other services, n.e.c.",Female,JuniorHigh,30-34,214600,1900
"Other services, n.e.c.",Female,JuniorHigh,35-39,235000,4610
"Other services, n.e.c.",Female,JuniorHigh,40-44,221700,1650
"Other services, n.e.c.",Female,JuniorHigh,45-49,200700,1880
"Other services, n.e.c.",Female,JuniorHigh,50-54,221400,2190
"Other services, n.e.c.",Female,JuniorHigh,55-59,200900,1570
"Other services, n.e.c.",Female,JuniorHigh,60-64,188700,790
"Other services, n.e.c.",Female,JuniorHigh,65-69,174000,1490
"Other services, n.e.c.",Female,JuniorHigh,70+,168900,2290
"Other services, n.e.c.",Female,HighSchool,0-19,199900,4080
"Other services, n.e.c.",Female,HighSchool,20-24,206700,17050
"Other services, n.e.c.",Female,HighSchool,25-29,220100,20690
"Other services, n.e.c.",Female,HighSchool,30-34,223000,22940
"Other services, n.e.c.",Female,HighSchool,35-39,241300,29220
"Other services, n.e.c.",Female,HighSchool,40-44,235300,31680
"Other services, n.e.c.",Female,HighSchool,45-49,234900,42720
"Other services, n.e.c.",Female,HighSchool,50-54,265400,53230
"Other services, n.e.c.",Female,HighSchool,55-59,238900,41400
"Other services, n.e.c.",Female,HighSchool,60-64,213300,33070
"Other services, n.e.c.",Female,HighSchool,65-69,185200,8630
"Other services, n.e.c.",Female,HighSchool,70+,171600,8180
"Other services, n.e.c.",Female,VocationalSchool,0-19,,
"Other services, n.e.c.",Female,VocationalSchool,20-24,210200,9660
"Other services, n.e.c.",Female,VocationalSchool,25-29,231000,11550
"Other services, n.e.c.",Female,VocationalSchool,30-34,237300,11740
"Other services, n.e.c.",Female,VocationalSchool,35-39,238600,12850
"Other services, n.e.c.",Female,VocationalSchool,40-44,252100,18270
"Other services, n.e.c.",Female,VocationalSchool,45-49,240600,17630
"Other services, n.e.c.",Female,VocationalSchool,50-54,268300,18260
"Other services, n.e.c.",Female,VocationalSchool,55-59,276200,12200
"Other services, n.e.c.",Female,VocationalSchool,60-64,221800,3150
"Other services, n.e.c.",Female,VocationalSchool,65-69,198600,1670
"Other services, n.e.c.",Female,VocationalSchool,70+,264700,2820
"Other services, n.e.c.",Female,TechnicalSchoolJuniorCollege,0-19,,
"Other services, n.e.c.",Female,TechnicalSchoolJuniorCollege,20-24,208400,4070
"Other services, n.e.c.",Female,TechnicalSchoolJuniorCollege,25-29,231300,5070
"Other services, n.e.c.",Female,TechnicalSchoolJuniorCollege,30-34,223200,6930
"Other services, n.e.c.",Female,TechnicalSchoolJuniorCollege,35-39,260800,7510
"Other services, n.e.c.",Female,TechnicalSchoolJuniorCollege,40-44,252100,13620
"Other services, n.e.c.",Female,TechnicalSchoolJuniorCollege,45-49,255500,25680
"Other services, n.e.c.",Female,TechnicalSchoolJuniorCollege,50-54,276000,18500
"Other services, n.e.c.",Female,TechnicalSchoolJuniorCollege,55-59,274500,15620
"Other services, n.e.c.",Female,TechnicalSchoolJuniorCollege,60-64,239800,13460
"Other services, n.e.c.",Female,TechnicalSchoolJuniorCollege,65-69,215800,1340
"Other services, n.e.c.",Female,TechnicalSchoolJuniorCollege,70+,194700,340
"Other services, n.e.c.",Female,University,0-19,,
"Other services, n.e.c.",Female,University,20-24,224200,23630
"Other services, n.e.c.",Female,University,25-29,248700,52680
"Other services, n.e.c.",Female,University,30-34,264400,38490
"Other services, n.e.c.",Female,University,35-39,274100,35050
"Other services, n.e.c.",Female,University,40-44,280600,35710
"Other services, n.e.c.",Female,University,45-49,296700,33540
"Other services, n.e.c.",Female,University,50-54,303100,19960
"Other services, n.e.c.",Female,University,55-59,327900,18890
"Other services, n.e.c.",Female,University,60-64,323800,9740
"Other services, n.e.c.",Female,University,65-69,235300,4320
"Other services, n.e.c.",Female,University,70+,233500,1130
